"year";"canton";"value";"parameter";"forest_owner";"source"
"1930";"Thurgau";"6901,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Ticino";"47950,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Uri";"14488,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Valais";"59603,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Vaud";"60914,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Zug";"3694,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1930";"Zürich";"22551,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1931 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Aargau";"37455,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Appenzell Ausserrhoden";"1207,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Appenzell Innerrhoden";"1406,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Basel-Landschaft";"10919,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Basel-Stadt";"669,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Bern";"102467,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Fribourg";"20407,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Genève";"113,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Glarus";"9290,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Graubünden";"114858,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Luzern";"8960,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Neuchâtel";"14279,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Nidwalden";"5019,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Obwalden";"14429,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Schaffhausen";"10366,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Schwyz";"15117,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Solothurn";"22891,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"St. Gallen";"25913,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Thurgau";"6896,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Ticino";"47866,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Uri";"14480,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Valais";"60317,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Vaud";"60934,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Zug";"3702,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1931";"Zürich";"22583,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1932 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Aargau";"37469,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Appenzell Ausserrhoden";"1207,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Appenzell Innerrhoden";"1406,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Basel-Landschaft";"10920,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Basel-Stadt";"668,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Bern";"102244,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Fribourg";"20353,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Genève";"113,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Glarus";"9290,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Graubünden";"114189,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Luzern";"9112,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Neuchâtel";"14249,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Nidwalden";"5019,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Obwalden";"14429,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Schaffhausen";"10368,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Schwyz";"15655,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Solothurn";"22898,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"St. Gallen";"25952,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Thurgau";"6897,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Ticino";"47937,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Uri";"14480,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Valais";"61775,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Vaud";"61038,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Zug";"3704,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1932";"Zürich";"22636,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1933 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Aargau";"37488,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Appenzell Ausserrhoden";"1205,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Appenzell Innerrhoden";"1406,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Basel-Landschaft";"10910,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Basel-Stadt";"666,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Bern";"102437,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Fribourg";"19866,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Genève";"0,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Glarus";"9443,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Graubünden";"114590,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Luzern";"9166,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Neuchâtel";"14277,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Nidwalden";"4287,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Obwalden";"14429,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Schaffhausen";"10369,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Schwyz";"16683,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Solothurn";"22919,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"St. Gallen";"25977,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Thurgau";"6928,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Ticino";"47995,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Uri";"14604,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Valais";"62198,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Vaud";"61307,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Zug";"3704,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1933";"Zürich";"22662,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1934 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Aargau";"37511,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Appenzell Ausserrhoden";"1205,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Appenzell Innerrhoden";"1406,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Basel-Landschaft";"10960,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Basel-Stadt";"668,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Bern";"103004,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Fribourg";"19930,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Genève";"0,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Glarus";"9443,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
"1934";"Graubünden";"114720,000000000000";"forest: area";"public";"Statistisches Jahrbuch der Schweiz 1935 (see https://www.bfs.admin.ch/bfs/de/home/statistiken/kataloge-datenbanken/publikationen/uebersichtsdarstellungen/statistisches-jahrbuch.html)"
